created_at,audio_source_id,track_id
2016-07-05 00:00:54,11707,579990
2016-07-05 00:00:54,5614,174035
2016-07-05 00:00:54,13382,262691
2016-07-05 00:00:54,8559,2119
2016-07-05 00:00:54,4142,191886
2016-07-05 00:00:54,11252,897857
2016-07-05 00:00:54,11771,723756
2016-07-05 00:00:55,11871,221439
2016-07-05 00:00:55,6460,718583
2016-07-05 00:00:55,11807,697820
2016-07-05 00:00:55,7889,187972
2016-07-05 00:00:55,12211,51231
2016-07-05 00:00:55,11927,937621
2016-07-05 00:00:56,12271,26480
2016-07-05 00:00:56,11847,199823
2016-07-05 00:00:56,12127,159162
2016-07-05 00:00:56,12191,390928
2016-07-05 00:00:56,12231,19381
2016-07-05 00:00:57,12052,188099
2016-07-05 00:00:57,11857,247491
2016-07-05 00:00:57,12011,959689
2016-07-05 00:00:57,9399,628450
2016-07-05 00:00:57,12591,40186
2016-07-05 00:00:57,3220,5093
2016-07-05 00:00:58,12276,225949
2016-07-05 00:00:58,7345,700566
2016-07-05 00:00:58,13228,774066
2016-07-05 00:00:58,12232,188111
2016-07-05 00:00:59,8359,146903
2016-07-05 00:00:59,9284,1435
2016-07-05 00:00:59,9435,697098
2016-07-05 00:00:59,12336,147454
2016-07-05 00:00:59,1534,384469
2016-07-05 00:00:59,9808,207099
2016-07-05 00:00:59,12626,153737
2016-07-05 00:00:59,3089,2790
2016-07-05 00:00:59,13268,155158
2016-07-05 00:00:59,12761,82494
2016-07-05 00:00:59,11371,161508
2016-07-05 00:01:00,10019,470265
2016-07-05 00:01:00,12342,157719
2016-07-05 00:01:00,12422,35273
2016-07-05 00:01:00,9535,156477
2016-07-05 00:01:00,2601,855724
2016-07-05 00:01:00,12796,116367
2016-07-05 00:01:00,12362,164747
2016-07-05 00:01:01,10918,147402
2016-07-05 00:01:01,12526,178012
2016-07-05 00:01:01,10300,171168
2016-07-05 00:01:01,10883,583926
2016-07-05 00:01:01,11143,155569
2016-07-05 00:01:01,10699,162639
2016-07-05 00:01:01,10204,179206
2016-07-05 00:01:01,12691,695231
2016-07-05 00:01:02,1088,834246
2016-07-05 00:01:02,12997,14779
2016-07-05 00:01:02,12786,18018
2016-07-05 00:01:02,12198,959687
2016-07-05 00:01:02,12832,94820
2016-07-05 00:01:02,10750,2376
2016-07-05 00:01:03,10134,97533
2016-07-05 00:01:03,11678,152005
2016-07-05 00:01:03,13499,122119
2016-07-05 00:01:03,11355,221795
2016-07-05 00:01:03,13251,705533
2016-07-05 00:01:03,11925,697007
2016-07-05 00:01:03,12682,698112
2016-07-05 00:01:04,13558,47964
2016-07-05 00:01:04,11218,390946
2016-07-05 00:01:04,13042,41125
2016-07-05 00:01:04,11335,697363
2016-07-05 00:01:04,11820,15065
2016-07-05 00:01:04,11700,568817
2016-07-05 00:01:04,13152,289870
2016-07-05 00:01:04,13187,643279
2016-07-05 00:01:04,11920,578166
2016-07-05 00:01:04,13086,229482
2016-07-05 00:01:04,13494,155541
2016-07-05 00:01:04,13156,150130
2016-07-05 00:01:05,13072,28392
2016-07-05 00:01:05,11703,73274
2016-07-05 00:01:05,12088,273
2016-07-05 00:01:05,13704,278322
2016-07-05 00:01:05,13524,540085
2016-07-05 00:01:05,12538,568114
2016-07-05 00:01:05,12583,191755
2016-07-05 00:01:05,11640,188581
2016-07-05 00:01:05,13579,50578
2016-07-05 00:01:05,13211,172382
2016-07-05 00:01:05,13645,155091
2016-07-05 00:01:05,11779,53826
2016-07-05 00:01:05,6950,696831
2016-07-05 00:01:05,13142,150750
2016-07-05 00:01:05,12317,540967
2016-07-05 00:01:06,11509,696792
2016-07-05 00:01:06,13356,208
2016-07-05 00:01:06,12458,3142
2016-07-05 00:01:06,12103,150473
2016-07-05 00:01:06,13660,613965
2016-07-05 00:01:06,12723,829379
2016-07-05 00:01:06,13469,174545
2016-07-05 00:01:06,13669,42648
2016-07-05 00:01:06,13376,224618
2016-07-05 00:01:07,13077,625004
2016-07-05 00:01:07,13590,722732
2016-07-05 00:01:07,12224,168692
2016-07-05 00:01:07,12434,607705
2016-07-05 00:01:07,12340,98116
2016-07-05 00:01:07,11695,1417
2016-07-05 00:01:07,12683,147952
2016-07-05 00:01:07,12803,570882
2016-07-05 00:01:08,13714,890528
2016-07-05 00:01:08,12708,876969
2016-07-05 00:01:08,12474,162683
2016-07-05 00:01:08,12848,28855
2016-07-05 00:01:08,12973,191921
2016-07-05 00:01:08,12788,73096
2016-07-05 00:01:08,13734,191847
2016-07-05 00:01:08,13654,70446
2016-07-05 00:01:09,13048,447154
2016-07-05 00:01:09,12494,719488
2016-07-05 00:01:09,13675,695236
2016-07-05 00:01:09,12650,239766
2016-07-05 00:01:09,12773,697737
2016-07-05 00:01:09,1829,60402
2016-07-05 00:01:10,12854,469860
2016-07-05 00:01:10,12960,697896
2016-07-05 00:01:11,13008,150784
2016-07-05 00:01:11,13607,193024
2016-07-05 00:01:11,1960,224461
2016-07-05 00:01:11,12860,696951
2016-07-05 00:01:11,12775,412315
2016-07-05 00:01:12,4143,695221
2016-07-05 00:01:12,13697,67470
2016-07-05 00:01:12,2498,68002
2016-07-05 00:01:12,14027,49108
2016-07-05 00:01:12,13712,35026
2016-07-05 00:01:12,13622,217212
2016-07-05 00:01:13,1819,878612
2016-07-05 00:01:13,5740,569831
2016-07-05 00:01:13,3614,567408
2016-07-05 00:01:14,10563,177930
2016-07-05 00:01:14,7910,541564
2016-07-05 00:01:14,3070,187604
2016-07-05 00:01:14,14006,643411
2016-07-05 00:01:14,13962,232097
2016-07-05 00:01:15,14405,813162
2016-07-05 00:01:15,9844,98981
2016-07-05 00:01:16,11293,38042
2016-07-05 00:01:16,11225,74065
2016-07-05 00:01:16,11680,695236
2016-07-05 00:01:16,11613,541388
2016-07-05 00:01:17,11638,81285
2016-07-05 00:01:17,36,34665
2016-07-05 00:01:17,11605,143778
2016-07-05 00:01:18,11294,162835
2016-07-05 00:01:18,10688,229137
2016-07-05 00:01:18,11714,77386
2016-07-05 00:01:18,57,745704
2016-07-05 00:01:18,27,63718
2016-07-05 00:01:19,11589,696873
2016-07-05 00:01:19,11300,668575
2016-07-05 00:01:19,11853,492317
2016-07-05 00:01:19,11653,206986
2016-07-05 00:01:19,126,611998
2016-07-05 00:01:19,11948,219166
2016-07-05 00:01:19,11887,594355
2016-07-05 00:01:19,11764,904796
2016-07-05 00:01:20,261,622464
2016-07-05 00:01:20,11743,148173
2016-07-05 00:01:20,277,129751
2016-07-05 00:01:20,11784,967491
2016-07-05 00:01:20,12138,64622
2016-07-05 00:01:21,567,3203
2016-07-05 00:01:21,11929,217639
2016-07-05 00:01:21,11850,92466
2016-07-05 00:01:21,11879,798325
2016-07-05 00:01:21,11849,158917
2016-07-05 00:01:21,11815,48862
2016-07-05 00:01:22,6,146903
2016-07-05 00:01:22,186,964997
2016-07-05 00:01:22,12193,461
2016-07-05 00:01:23,12553,941513
2016-07-05 00:01:23,231,150684
2016-07-05 00:01:23,12173,710640
2016-07-05 00:01:23,12113,51720
2016-07-05 00:01:23,12199,49850
2016-07-05 00:01:23,12183,4447
2016-07-05 00:01:23,11884,464117
2016-07-05 00:01:23,237,172765
2016-07-05 00:01:23,12518,702239
2016-07-05 00:01:23,12130,543872
2016-07-05 00:01:23,12075,167895
2016-07-05 00:01:24,12479,231199
2016-07-05 00:01:24,12318,391490
2016-07-05 00:01:24,506,795350
2016-07-05 00:01:24,3325,22329
2016-07-05 00:01:24,11823,216400
2016-07-05 00:01:24,867,336098
2016-07-05 00:01:24,12578,198152
2016-07-05 00:01:25,561,222344
2016-07-05 00:01:25,1092,695227
2016-07-05 00:01:25,11816,560232
2016-07-05 00:01:25,12565,697941
2016-07-05 00:01:25,12515,224102
2016-07-05 00:01:25,12310,220451
2016-07-05 00:01:25,707,648441
2016-07-05 00:01:25,12424,607885
2016-07-05 00:01:25,12620,174216
2016-07-05 00:01:25,12464,160130
2016-07-05 00:01:25,662,656048
2016-07-05 00:01:26,12714,717869
2016-07-05 00:01:26,307,2636
2016-07-05 00:01:26,12345,87772
2016-07-05 00:01:26,12535,146576
2016-07-05 00:01:26,12420,653420
2016-07-05 00:01:26,12359,403196
2016-07-05 00:01:27,9367,5093
2016-07-05 00:01:27,1177,5190
2016-07-05 00:01:27,12958,17665
2016-07-05 00:01:27,12374,696983
2016-07-05 00:01:27,1107,642884
2016-07-05 00:01:27,12648,149902
2016-07-05 00:01:27,12745,148955
2016-07-05 00:01:27,12425,6872
2016-07-05 00:01:27,12728,151798
2016-07-05 00:01:28,12624,189281
2016-07-05 00:01:28,13124,3552
2016-07-05 00:01:28,12278,148452
2016-07-05 00:01:28,9366,865110
2016-07-05 00:01:28,13135,150617
2016-07-05 00:01:28,12910,562870
2016-07-05 00:01:28,12679,623842
2016-07-05 00:01:29,66,208954
2016-07-05 00:01:29,13129,2568
2016-07-05 00:01:29,12889,862807
2016-07-05 00:01:29,1207,642424
2016-07-05 00:01:29,1376,568147
2016-07-05 00:01:29,12959,48366
2016-07-05 00:01:29,12660,188116
2016-07-05 00:01:29,12865,167939
2016-07-05 00:01:29,13045,507622
2016-07-05 00:01:30,1431,968581
2016-07-05 00:01:30,13283,695224
2016-07-05 00:01:30,12924,230703
2016-07-05 00:01:30,1731,973321
2016-07-05 00:01:30,9980,149570
2016-07-05 00:01:30,13059,664894
2016-07-05 00:01:31,2162,94320
2016-07-05 00:01:31,12963,187710
2016-07-05 00:01:32,1851,928355
2016-07-05 00:01:32,2177,641268
2016-07-05 00:01:32,2986,187603
2016-07-05 00:01:32,13145,91588
2016-07-05 00:01:32,13234,909196
2016-07-05 00:01:32,13114,148826
2016-07-05 00:01:32,13209,922205
2016-07-05 00:01:32,13239,75232
2016-07-05 00:01:32,13190,447979
2016-07-05 00:01:32,1327,857029
2016-07-05 00:01:33,13024,16890
2016-07-05 00:01:33,13518,696769
2016-07-05 00:01:33,13508,4447
2016-07-05 00:01:34,13219,866809
2016-07-05 00:01:35,2641,236402
2016-07-05 00:01:36,3947,648441
2016-07-05 00:01:36,4064,711723
2016-07-05 00:01:37,1709,643157
2016-07-05 00:01:37,965,150387
2016-07-05 00:01:37,12353,214326
2016-07-05 00:01:37,13775,874785
2016-07-05 00:01:37,13521,49102
2016-07-05 00:01:37,3421,70296
2016-07-05 00:01:38,13735,697675
2016-07-05 00:01:38,13805,697007
2016-07-05 00:01:38,13815,46150
2016-07-05 00:01:38,13516,148639
2016-07-05 00:01:38,13715,569135
2016-07-05 00:01:38,13859,700609
2016-07-05 00:01:38,13884,80488
2016-07-05 00:01:38,3481,671768
2016-07-05 00:01:38,13725,146906
2016-07-05 00:01:39,98,699646
2016-07-05 00:01:39,1460,656048
2016-07-05 00:01:39,13794,92459
2016-07-05 00:01:39,13860,203259
2016-07-05 00:01:40,78,816416
2016-07-05 00:01:40,13949,35567
2016-07-05 00:01:40,2975,720051
2016-07-05 00:01:40,13930,751244
2016-07-05 00:01:41,5902,643590
2016-07-05 00:01:41,13935,664894
2016-07-05 00:01:41,14034,51386
2016-07-05 00:01:42,13197,214326
2016-07-05 00:01:42,14104,177660
2016-07-05 00:01:42,13814,696764
2016-07-05 00:01:43,14335,502482
2016-07-05 00:01:43,6377,34709
2016-07-05 00:01:43,13922,697081
2016-07-05 00:01:43,13705,972673
2016-07-05 00:01:43,285,709096
2016-07-05 00:01:43,13862,695232
2016-07-05 00:01:43,127,219042
2016-07-05 00:01:43,13927,151804
2016-07-05 00:01:44,238,241732
2016-07-05 00:01:44,13912,221560
2016-07-05 00:01:44,503,703359
2016-07-05 00:01:44,13822,8936
2016-07-05 00:01:44,6891,1636
2016-07-05 00:01:44,633,696676
2016-07-05 00:01:44,558,643036
2016-07-05 00:01:45,9172,695231
2016-07-05 00:01:45,7942,209
2016-07-05 00:01:45,578,246172
2016-07-05 00:01:45,44,696791
2016-07-05 00:01:45,9152,39557
2016-07-05 00:01:46,9192,152033
2016-07-05 00:01:46,13684,716423
2016-07-05 00:01:46,14584,34766
2016-07-05 00:01:47,8177,155736
2016-07-05 00:01:47,8562,703368
2016-07-05 00:01:47,1138,874874
2016-07-05 00:01:47,7026,695232
2016-07-05 00:01:47,330,205021
2016-07-05 00:01:47,753,94394
2016-07-05 00:01:47,1099,276718
2016-07-05 00:01:48,7291,698914
2016-07-05 00:01:48,774,209
2016-07-05 00:01:48,968,209
2016-07-05 00:01:48,415,148651
2016-07-05 00:01:48,10841,697470
2016-07-05 00:01:49,9282,700314
2016-07-05 00:01:49,9381,881743
2016-07-05 00:01:49,1653,173186
2016-07-05 00:01:49,9382,163170
2016-07-05 00:01:49,574,37044
2016-07-05 00:01:49,698,670459
2016-07-05 00:01:49,1053,857029
2016-07-05 00:01:49,639,164452
2016-07-05 00:01:49,13171,649862
2016-07-05 00:01:50,1260,797513
2016-07-05 00:01:50,6904,852970
2016-07-05 00:01:50,2043,209
2016-07-05 00:01:50,10892,170737
2016-07-05 00:01:50,970,183143
2016-07-05 00:01:50,9397,643411
2016-07-05 00:01:50,11631,1556
2016-07-05 00:01:50,11625,23770
2016-07-05 00:01:50,1424,696765
2016-07-05 00:01:51,13177,211863
2016-07-05 00:01:51,14552,40562
2016-07-05 00:01:51,227,70045
2016-07-05 00:01:52,1304,959687
2016-07-05 00:01:52,13617,541629
2016-07-05 00:01:52,3294,147746
2016-07-05 00:01:52,1464,174808
2016-07-05 00:01:52,13851,161350
2016-07-05 00:01:53,854,697919
2016-07-05 00:01:53,14421,2444
2016-07-05 00:01:53,1740,44437
2016-07-05 00:01:53,1434,174080
2016-07-05 00:01:53,14941,36381
2016-07-05 00:01:54,14662,697057
2016-07-05 00:01:54,1711,697149
2016-07-05 00:01:54,1708,166095
2016-07-05 00:01:55,1249,44967
2016-07-05 00:01:55,194,147010
2016-07-05 00:01:55,1310,147080
2016-07-05 00:01:55,2178,967871
2016-07-05 00:01:55,327,637427
2016-07-05 00:01:55,5308,697093
2016-07-05 00:01:55,14207,603896
2016-07-05 00:01:56,14431,188429
2016-07-05 00:01:56,1875,163819
2016-07-05 00:01:56,1533,232940
2016-07-05 00:01:56,14422,643036
2016-07-05 00:01:56,1795,51802
2016-07-05 00:01:57,1980,165310
2016-07-05 00:01:57,2711,39473
2016-07-05 00:01:57,1540,153789
2016-07-05 00:01:58,12672,601819
2016-07-05 00:01:58,11366,696951
2016-07-05 00:01:58,9133,149864
2016-07-05 00:01:59,426,147163
2016-07-05 00:01:59,1887,147952
2016-07-05 00:02:00,3434,40584
2016-07-05 00:02:00,2265,70296
2016-07-05 00:02:00,3011,643651
2016-07-05 00:02:00,2925,697135
2016-07-05 00:02:00,3178,570674
2016-07-05 00:02:00,2740,37495
2016-07-05 00:02:00,2824,697117
2016-07-05 00:02:01,2071,147677
2016-07-05 00:02:01,3339,391551
2016-07-05 00:02:01,3773,969105
2016-07-05 00:02:01,2880,683
2016-07-05 00:02:02,6542,696880
2016-07-05 00:02:02,6533,695221
2016-07-05 00:02:02,7252,633182
2016-07-05 00:02:02,3863,723697
2016-07-05 00:02:03,2953,211477
2016-07-05 00:02:03,1535,168242
2016-07-05 00:02:03,3771,63718
2016-07-05 00:02:03,687,148556
2016-07-05 00:02:03,7767,970334
2016-07-05 00:02:03,607,3189
2016-07-05 00:02:04,5306,819940
2016-07-05 00:02:05,6461,2578
